,dish,Estimated_GI
8629,Hairy crab,50.0
8630,Buckwheat bread,50.0
8631,Milk,50.0
8632,Spinach,50.0
8633,Salted egg,30.0
8634, Noodles,50.0
8635,Shredded pork with celery,0.0
8636,Boiled egg,30.0
8637,Coarse grain,40.0
8638,Egg dumpling,30.0
8639,"Cabbage, fungus and bamboo shoots",50.0
8640,Buckwheat noodles,50.0
8641,Boiled egg,30.0
8642,Shredded pork with cabbage,0.0
8643,Vegetable and rice,50.0
8644,Shepherd's purse and tofu soup,50.0
8645,Coarse grain,40.0
8646,Vegetable,50.0
8647,Egg dumpling,30.0
8648,Meatball,50.0
8649,Buckwheat bread,50.0
8650,Salted egg,30.0
8651,Milk,50.0
8652,Coarse grain,40.0
8653,Pork chop,0.0
8654,Medicago polymorpha,50.0
8655,Coarse grain,40.0
8656,Shrimp,50.0
8657,Meatball,50.0
8658,Vegetable,50.0
8659,Buckwheat bread,50.0
8660,Salted egg,30.0
8661,Milk,50.0
8662,Buckwheat noodles,50.0
8663,Vegetable,50.0
8664,Sweet potato,50.0
8665,Coarse grain,40.0
8666,Salted goose,50.0
8667,Medicago polymorpha,50.0
8668,Shepherd's purse and shredded bamboo shoots soup,50.0
8669,Soybean milk,50.0
8670,Tea egg,30.0
8671,Baked cake,50.0
8672,Rice cake,50.0
8673,Buckwheat bread,50.0
8674,Boiled egg,30.0
8675,Salted egg,30.0
8676,Milk,50.0
8677,Vegetable,50.0
8678,Clam,50.0
8679,Wonton,72.5
8680,Coarse grain,40.0
8681,Milk,50.0
8682,Buckwheat bread,50.0
8683,Egg,30.0
8684,Cucumber,50.0
8685,Buckwheat noodles,50.0
8686,Coarse grain,40.0
8687,Shrimp,50.0
8688,Clam,50.0
8689,Chinese cabbage,15.0
8690,Vegetable,50.0
8691,Wonton,72.5
8692,Egg,30.0
8693,Milk,50.0
8694,Buckwheat noodles,50.0
8695,Clams with vegetable,50.0
8696,Duck soup,50.0
8697,Vegetable,50.0
8698,Coarse grain,40.0
8699,Buckwheat bread,50.0
8700,Boiled egg,30.0
8701,Milk and coffee,50.0
8702,Buckwheat noodles,50.0
8703,Vegetable,50.0
8704,Coarse grain,40.0
8705,Duck soup,50.0
8706,Vegetable,50.0
8707,Baked pancake,50.0
8708,Boiled egg,30.0
8709,Soybean milk,50.0
8710,Buckwheat noodles,50.0
8711,Vegetable,50.0
8712, Coarse grain,40.0
8713,Pork meatball,0.0
8714,Vegetable,50.0
8715,Pomfret,50.0
8716,Noodles,50.0
8717,Vegetable,50.0
8718,Boiled egg,30.0
8719,Milk,50.0
8720,Buckwheat noodles,50.0
8721,Vegetable and pork meatball,0.0
8722,Buckwheat bread,50.0
8723,Vegetable and pork meatball,0.0
8724,Buckwheat bread,50.0
8725,Boiled egg,30.0
8726,Salted egg,30.0
8727,Coffee,50.0
8728,Buckwheat noodles,50.0
8729,Vegetable,50.0
8730,Meatball,50.0
8731,Coarse grain,40.0
8732,Bitter gourd,50.0
8733,Yellow croaker,50.0
8734,Radish and pork rib soup,0.0
8735,Millet porridge,50.0
8736,Whole wheat bread,50.0
8737,Egg,30.0
8738,Cucumber,50.0
8739,Kiwi,50.0
8740,Chicken,50.0
8741,Fish,50.0
8742,Rice noodle soup,50.0
8743,Black rice,50.0
8744,Vegetable stuffed pork meatball,0.0
8745,Milk,50.0
8746,Cake,50.0
8747,Milk,50.0
8748,Steamed bun,50.0
8749, Kiwi fruit,50.0
8750,Noodles,50.0
8751, Milk and coffee and cake,50.0
8752,Black rice,50.0
8753,Steamed egg with dried shredded vegetable,30.0
8754,Milk,50.0
8755,Cake,50.0
8756,Soymilk,50.0
8757,Coarse grain pancake with egg,30.0
8758,Shredded radish pancake,50.0
8759,Wax gourd and tomato,50.0
8760,Black rice,50.0
8761,Vegetable,50.0
8762,Fish,50.0
8763,Soybean milk,50.0
8764,Biscuit,50.0
8765,Sweet bread,50.0
8766,Coconut juice,50.0
8767,Fermented milk,50.0
8768,Beef,50.0
8769,Noodles,50.0
8770,Pear,50.0
8771,Milk,50.0
8772,Fresh milk,50.0
8773,Steamed bread,50.0
8774,Egg,30.0
8775,Peach,50.0
8776,Green pepper and egg,30.0
8777,Milk tea,50.0
8778,Beef hamburger,50.0
8779,Coconut juice,50.0
8780,Japanese food,50.0
8781,Pear,50.0
8782,Coarse grain Soybean milk,40.0
8783,Steamed bun,50.0
8784,Egg,30.0
8785,Sweet potato,50.0
8786,Peach,50.0
8787, Rice,50.0
8788,Vegetable,50.0
8789,Spaghetti,50.0
8790,Mutton,50.0
8791,Fruit,50.0
8792,Grape,50.0
8793,Egg and glutinous rice balls and egg in fermented rice wine,30.0
8794,Steamed beaf bun,50.0
8795,Apple,50.0
8796,Rice,50.0
8797,Vegetable,50.0
8798,Braised pork in brown sauce,0.0
8799,Chicken breast,50.0
8800,Soybean milk,50.0
8801,Steamed bun,50.0
8802,Pear,50.0
8803,Scrambled egg with green pepper,30.0
8804,Rice,50.0
8805,"
Vegetable",50.0
8806,Seafood porridge,50.0
8807,Soybean milk,50.0
8808,Dumpling,50.0
8809,Egg white,30.0
8810,Sweet potato,50.0
8811,Apple,50.0
8812,Steamed stuffed bun,50.0
8813,Porridge,50.0
8814,Duck leg,50.0
8815,Steamed stuffed bun,50.0
8816,Lotus nut porridge,50.0
8817,Duck,50.0
8818,Pear,50.0
8819,Rice,50.0
8820,Vegetable,50.0
8821,Orange,50.0
8822,Chicken noodle soup,50.0
8823,Milk,50.0
8824,Cereal,50.0
8825,Egg,30.0
8826,Pear,50.0
8827,Snacks,50.0
8828,Lemon tea,50.0
8829,Tea,50.0
8830,Rice,50.0
8831,Vegetable,50.0
8832,Chicken soup,50.0
8833,Soybean milk,50.0
8834,Steamed bun,50.0
8835,Pear,50.0
8836,Rice,50.0
8837,Fried vegetable,50.0
8838,Glucose,50.0
8839,Rice,50.0
8840,Vegetable,50.0
8841,Dumpling,50.0
8842,Apple,50.0
8843,Red date,50.0
8844,Mangosteen,50.0
8845,Soybean milk,50.0
8846,Steamed bun,50.0
8847,Pear,50.0
8848,Rice,50.0
8849,Kiwi fruit,50.0
8850,Milk cereal,50.0
8851,Steamed bun,50.0
8852,Rice,50.0
8853,Vegetable,50.0
8854,Noodles,50.0
8855,Glutinous rice balls in fermented rice wine,50.0
8856,Glutinous rice cake,50.0
8857,Rice,50.0
8858,Pork meatball,0.0
8859,Pork rib,0.0
8860,Vegetable,50.0
8861,Hot pot with duck blood curd,50.0
8862,Millet porridge,50.0
8863,Red date,50.0
8864,Pickles,50.0
8865,Spicy pickled noodles,50.0
8866,Egg,30.0
8867,Rice,50.0
8868,Shredded pork with water bamboo and sword bean,0.0
8869,Rice,50.0
8870,Shredded water bamboo,50.0
8871,Yam,50.0
8872,Fish,50.0
8873,Wonton,72.5
8874,Egg,30.0
8875,Rice,50.0
8876,Vegetable,50.0
8877,Stewed minced pork and egg,15.0
8878,Rice,50.0
8879,Lotus root,50.0
8880,Wax gourd,50.0
8881,Pork meatball,0.0
8882,Egg pancake,30.0
8883,Wonton,72.5
8884,Rice,50.0
8885,Cabbage,50.0
8886,Minced meat with eggplant,30.0
8887,Puff pastry,50.0
8888,Rice,50.0
8889,Vegetable and pumpkin,50.0
8890,Fried pork chop,0.0
8891,Coarse grain,40.0
8892,Yam,50.0
8893,Mixed vegetables,50.0
8894,Pan fried bun,50.0
8895,Rice in salted soup,50.0
8896,Pan fried bun,50.0
8897,Coarse grain in soup,40.0
8898,Vegetable and rice,50.0
8899,Braiesd pork with preserved vegetable and tofu,0.0
8900, Egg pancake,30.0
8901,Braised pork in brown sauce,0.0
8902,Shrimp,50.0
8903,Mung bean sprouts,50.0
8904,Rice,50.0
8905,Coarse grain,40.0
8906,Pork rib,0.0
8907,Fried shredded pork with water bamboo,0.0
8908,Noodles with pickled vegetable in chili sauce,50.0
8909,Yam,50.0
8910,Cucumber,50.0
8911,Rice,50.0
8912,Rice,50.0
8913,Fish,50.0
8914,Spinach,50.0
8915,Pan fried bun,50.0
8916, Vegetable,50.0
8917,Rice,50.0
8918, Cabbage,50.0
8919,Taro,50.0
8920,Fish,50.0
8921,Rice,50.0
8922, Spicy sauce noodles,50.0
8923,Egg,30.0
8924,Eggplant and yam,30.0
8925,Rice,50.0
8926,Dried bean curd,50.0
8927,Shredded bamboo shoot,50.0
8928,Rice,50.0
8929,Pan fried bun,50.0
8930,Pork,0.0
8931,Fish,50.0
8932,Potato,50.0
8933,Rice,50.0
8934,Tofu,50.0
8935,Vegetable,50.0
8936,Rice,50.0
8937,Puff pastry,50.0
8938,Rice in soup,50.0
8939,Rice in soup,50.0
8940, Spicy sauce noodles,50.0
8941,Water bamboo shreds,50.0
8942,Soybean sprouts,50.0
8943,Rice,50.0
8944,Meatball,50.0
8945,Rice,50.0
8946,Fish,50.0
8947,Shrimp,50.0
8948,Leek sprouts,50.0
8949,Wonton,72.5
8950,Egg,30.0
8951,Rice,50.0
8952,Vegetable,50.0
8953,Scrambled egg with tomato,30.0
8954,Cucumber,50.0
8955,Yogurt,50.0
8956,Rice,50.0
8957,Vegetable,50.0
8958,Scrambled egg with tomato,30.0
8959,Cucumber,50.0
8960,Vegetable soup,50.0
8961,Fruit and vegetable,50.0
8962,Apple,50.0
8963,Walnut,50.0
8964,Red date,50.0
8965,Chinese wolfberry,50.0
8966,Fruit and vegetable,50.0
8967,Apple,50.0
8968,Walnut,50.0
8969,Red date,50.0
8970,Chinese wolfberry,50.0
8971,Vegetable soup,50.0
8972,Fruit and vegetable,50.0
8973,Apple,50.0
8974,Walnut,50.0
8975,Red date,50.0
8976,Chinese wolfberry,50.0
8977,Fruit and vegetable,50.0
8978,Apple,50.0
8979,Walnut,50.0
8980,Red date,50.0
8981,Chinese wolfberry,50.0
8982,Fruit and vegetable,50.0
8983,Apple,50.0
8984,Walnut,50.0
8985,Red date,50.0
8986,Chinese wolfberry,50.0
8987,Pork rib and radish soup,0.0
8988,Cabbage,50.0
8989,Rice,50.0
8990,Protein powder,50.0
8991,Pork rib and radish soup,0.0
8992,Cabbage,50.0
8993,Rice,50.0
8994,Vegetable soup,50.0
8995,Fruit and vegetable pulp,50.0
8996,Apple,50.0
8997,Walnut,50.0
8998,Red date,50.0
8999,Chinese wolfberry,50.0
9000,Carrot,40.0
9001,Egg,30.0
9002,Rice,50.0
9003,Vegetable,50.0
9004,Broth,50.0
9005,Rice,50.0
9006,Vegetable,50.0
9007,Broth,50.0
9008,Vegetable soup noodles,50.0
9009,Fruit and vegetable pulp,50.0
9010,Fish,50.0
9011,Chinese cabbage,15.0
9012,Rice,50.0
9013,Protein powder,50.0
9014,Vegetable soup and noodles,50.0
9015,Fruit and vegetable pulp,50.0
9016,Fish,50.0
9017,Vegetable,50.0
9018,Rice,50.0
9019,Protein powder,50.0
9020,Fish,50.0
9021,Vegetable,50.0
9022,Rice,50.0
9023,Vegetable soup,50.0
9024,Fruit and vegetable pulp,50.0
9025,Pork soup,0.0
9026,Vegetable,50.0
9027,Rice,50.0
9028,Yogurt,50.0
9029,Pork soup,0.0
9030,Vegetable,50.0
9031,Rice,50.0
9032,Noodles in vegetable soup,50.0
9033,Fruit and vegetable pulp,50.0
9034,Apple,50.0
9035,Fish,50.0
9036,Vegetable,50.0
9037,Rice,50.0
9038,Protein powder,50.0
9039,Fish,50.0
9040,Vegetable,50.0
9041,Rice,50.0
9042,Vegetable soup,50.0
9043,Fruit and vegetable pulp,50.0
9044,Radish in pork soup,0.0
9045,Vegetable,50.0
9046,Rice,50.0
9047,Yogurt,50.0
9048,Radish in pork soup,0.0
9049,Vegetable,50.0
9050,Rice,50.0
9051,Corn noodles in vegetable soup,50.0
9052,Fruit and vegetable pulp,50.0
9053,Fish,50.0
9054,Vegetable,50.0
9055,Rice,50.0
9056,Yogurt,50.0
9057,Fish,50.0
9058,Vegetable,50.0
9059,Rice,50.0
9060,Vegetable soup,50.0
9061,Fruit and vegetable pulp,50.0
9062,Radish in pork soup,0.0
9063,Vegetable,50.0
9064,Rice,50.0
9065,Protein powder,50.0
9066,Radish in pork soup,0.0
9067,Vegetable,50.0
9068,Rice,50.0
9069,Vegetable soup,50.0
9070,Biscuit,50.0
9071,Fruit and vegetable pulp,50.0
9072,Fish,50.0
9073,Shrimp,50.0
9074,Vegetable,50.0
9075,Vegetable,50.0
9076,Rice,50.0
9077,Vegetable soup,50.0
9078,Cereal milk,50.0
9079,Coarse grain steamed bread,40.0
9080,Vegetable,50.0
9081,Milk,50.0
9082,Fruit,50.0
9083,Vegetable,50.0
9084,Cereal,50.0
9085,Vegetable,50.0
9086,Steamed corn bread,50.0
9087,Coarse grain Steamed bread of corn,40.0
9088,Porridge,50.0
9089,Cereal Vegetable,50.0
9090,Coarse grain steamed bread,40.0
9091,Cereal,50.0
9092,Steamed corn bread,50.0
9093,Buckwheat noodles,50.0
9094,Sweet potato,50.0
9095,Steamed corn bread,50.0
9096,Cereal,50.0
9097,Vegetable,50.0
9098,Cereal,50.0
9099,Coarse grain steamed bread,40.0
9100,Taro,50.0
9101,Bean,50.0
9102,Hot pot,50.0
9103,Vegetable,50.0
9104,Steamed corn bread,50.0
9105,Vegetable,50.0
9106,Millet porridge,50.0
9107,Steamed corn bread,50.0
9108,Coarse grain pancake,40.0
9109,Cereal,50.0
9110,Vegetable,50.0
9111,Cereal,50.0
9112,Steamed corn bread,50.0
9113,Fried noodles,50.0
9114,Buckwheat noodles,50.0
9115,Cereal,50.0
9116,Steamed corn bread,50.0
9117,Steamed corn bread,50.0
9118,Coarse grain,40.0
9119,Buckwheat noodles,50.0
9120,Millet porridge,50.0
9121,Vegetable,50.0
9122,Steamed bun,50.0
9123,Bean,50.0
9124,Steamed corn bread,50.0
9125,Vegetable,50.0
9126,Corn,50.0
9127,Chinese chestnuts,50.0
9128,Buckwheat noodles,50.0
9129,Steamed corn bread,50.0
9130,Steamed bun,50.0
9131,Cereal,50.0
9132,Pan-fried coarse grain pancake,40.0
9133,Millet porridge,50.0
9134,Steamed corn bread,50.0
9135,Pancake,50.0
9136,Porridge,50.0
9137,Coarse grain steamed bread,40.0
9138, Rice,50.0
9139,Dried wheat gluten with pork stuffing,0.0
9140,Water bamboo,50.0
9141,Wax gourd soup,50.0
9142, Sausage bread,50.0
9143,Corn,50.0
9144,Egg,30.0
9145,Rice,50.0
9146,Dried wheat gluten with pork stuffing,0.0
9147,Water bamboo,50.0
9148,Rice,50.0
9149,Dried wheat gluten with pork stuffing,0.0
9150,Water bamboo,50.0
9151,Steamed bread,50.0
9152,Sweet potato,50.0
9153,Egg,30.0
9154,Sea cucumber,50.0
9155, Rice,50.0
9156,Minced pork and vegetable,0.0
9157, Rice,50.0
9158,Meatball,50.0
9159,Wax gourd,50.0
9160,Steamed bun,50.0
9161,Sweet potato,50.0
9162,Egg,30.0
9163,Sea cucumber,50.0
9164, Rice,50.0
9165,Pomfret,50.0
9166,Vegetable,50.0
9167, Rice,50.0
9168,Pomfret,50.0
9169,Vegetable,50.0
9170, Steamed bread,50.0
9171,Sweet potato,50.0
9172,Egg,30.0
9173,Sea cucumber,50.0
9174, Rice,50.0
9175,Pork,0.0
9176,Vegetable,50.0
9177,Rice,50.0
9178,Pork rib,0.0
9179,Shredded potato and sword bean,50.0
9180, Steamed vegetable bun,50.0
9181,Sweet potato,50.0
9182,Egg,30.0
9183,Sea cucumber,50.0
9184, Rice,50.0
9185,Vegetable,50.0
9186,Potato and sword bean,50.0
9187,Roasted goose,50.0
9188,Syrup,50.0
9189, Rice,50.0
9190,Water bamboo,50.0
9191,Meatball,50.0
9192,Sweet biscuit,50.0
9193,Steamed bun,50.0
9194,Sweet potato,50.0
9195,Egg,30.0
9196,Sea cucumber,50.0
9197,Lamb chop,50.0
9198,Vegetable,50.0
9199, Noodles,50.0
9200,Poached egg,30.0
9201,Steamed bun,50.0
9202,Sweet potato,50.0
9203,Egg,30.0
9204,Sea cucumber,50.0
9205, Rice,50.0
9206,Sliced boiled chicken,50.0
9207,Vegetable,50.0
9208,Orance juice,50.0
9209,Chocolate,50.0
9210, Rice,50.0
9211,Sliced boiled chicken,50.0
9212,Vegetable,50.0
9213,Steamed bun,50.0
9214,Egg,30.0
9215,Sea cucumber,50.0
9216, Egg fried rice,30.0
9217,Vegetable,50.0
9218, Rice,50.0
9219,Preserved egg,30.0
9220,"Pickled vegetable, shredded pork and green soybean",0.0
9221,Orange juice,50.0
9222,Steamed bun,50.0
9223,Egg,30.0
9224,Sea cucumber,50.0
9225,Corn,50.0
9226,Rice,50.0
9227,Yellow croaker,50.0
9228,Vegetable,50.0
9229,Orance juice,50.0
9230, Rice,50.0
9231,Yellow croaker,50.0
9232,Vegetable,50.0
9233,Steamed vegetable bun,50.0
9234,Corn,50.0
9235,Egg,30.0
9236,Sea cucumber,50.0
9237,Rice,50.0
9238,Vegetable,50.0
9239,Meatball,50.0
9240,Fish meatball,50.0
9241,Tofu skin rolls with minced pork,0.0
9242,Rice,50.0
9243,Vegetable,50.0
9244,Tofu skin rolls with minced pork,0.0
9245,Steamed bun,50.0
9246,Egg,30.0
9247,Sea cucumber,50.0
9248,Rice,50.0
9249,Pork rib,0.0
9250,Vegetable,50.0
9251,Meatball,50.0
9252,Fish meatball,50.0
9253, Rice,50.0
9254,Pomfret,50.0
9255,Vegetable,50.0
9256,Fish meatball,50.0
9257, Steamed bread,50.0
9258,Egg,30.0
9259,Sea cucumber,50.0
9260,Rice,50.0
9261,Pork chop,0.0
9262,"Green soybean,shredded pork and pickle",0.0
9263,Orange,50.0
9264,Cake,50.0
9265,Steamed bun,50.0
9266,Egg,30.0
9267,Sea cucumber,50.0
9268, Rice,50.0
9269,"Green soybean,pickle and shredded pork",0.0
9270,Cabbage and carrot,40.0
9271,Chicken,50.0
9272, Rice,50.0
9273,"Green soybean,pickle and shredded pork",0.0
9274,Cabbage and carrot,40.0
9275,Chicken,50.0
9276,Steamed bun,50.0
9277,Corn,50.0
9278,Egg,30.0
9279,Sea cucumber,50.0
9280,Milk,50.0
9281,Egg,30.0
9282,Buckwheat bread,50.0
9283,Tomato,50.0
9284,Shredded carrot,40.0
9285,Millet,50.0
9286,Vegetable,50.0
9287,Dried bean curd and shredded pork,0.0
9288,Roasted pork,0.0
9289,Rice and millet,50.0
9290,Vegetable,50.0
9291,Dried bean curd and shredded pork,0.0
9292,Roasted pork,0.0
9293,Buckwheat bread,50.0
9294,Fried egg,30.0
9295,Sausage,50.0
9296,Cold shredded carrot in sauce,40.0
9297,Milk coffee 1 cup,50.0
9298,Rice with millet,50.0
9299,Buckwheat bread,50.0
9300,Fungus and Vegetable,50.0
9301,"Red pepper, tofu and shredded pork",0.0
9302,Cinnamon fish,50.0
9303,Buckwheat noodles,50.0
9304,Fungus and vegetable,50.0
9305,"Red pepper, tofu and shredded pork",0.0
9306,Cinnamon fish,50.0
9307,Steamed pork bun,0.0
9308,Buckwheat bread,50.0
9309,Boiled egg,30.0
9310,Shredded cucumber,50.0
9311,Coarce grain,50.0
9312,Chinese cabbage and tofu,15.0
9313,"Fungus, day lily and pork meatball",0.0
9314,Fish ball,50.0
9315,Mixed fried vegetables,50.0
9316,Pigeon soup,50.0
9317,Coarce grain,50.0
9318,Chinese cabbage and tofu,15.0
9319,"Fungus, day lily and pork meatball",0.0
9320,Fish ball,50.0
9321,Mixed fried vegetables,50.0
9322,Vermicelli,50.0
9323,Pigeon soup,50.0
9324,Buckwheat bread,50.0
9325,Egg,30.0
9326,Sausage,50.0
9327,Shredded cucumber,50.0
9328,Coarse grain,40.0
9329,Vegetable,50.0
9330,Bitter gourd,50.0
9331,Scrambled egg with tomato,30.0
9332,Braised pork in brown sauce,0.0
9333,Coarse grain,40.0
9334,Vegetable,50.0
9335,Bitter gourd,50.0
9336,Scrambled egg with tomato,30.0
9337,Braised pork in brown sauce,0.0
9338,Buckwheat bread,50.0
9339,Egg,30.0
9340,Cabbage,50.0
9341,Coffee,50.0
9342,Coarse grain,40.0
9343,Spinach,50.0
9344,"Tofu, red pepper and shredded pork",0.0
9345,Cold bitter gourd and fungus in sauce,50.0
9346,Braised pork in brown sauce,0.0
9347,Coarse grain,40.0
9348,Spinach,50.0
9349,"Tofu, red pepper and shredded pork",0.0
9350,Cold bitter gourd and fungus in sauce,50.0
9351,Braised pork in brown sauce,0.0
9352,Buckwheat bread,50.0
9353,Egg,30.0
9354,Steamed leek bun,50.0
9355,Cabbage,50.0
9356,Coarse grain,40.0
9357,Vegetable,50.0
9358,Bitter gourd,50.0
9359,"Beijing onion, red pepper and shredded pork",0.0
9360,Shrimp and green bean,50.0
9361,Coarse grain,40.0
9362,Vegetable,50.0
9363,Bitter gourd,50.0
9364,"Beijing onion, red pepper and shredded pork",0.0
9365,Shrimp and green bean,50.0
9366,Buckwheat bread,50.0
9367,Steamed leek and egg bun,30.0
9368,Egg,30.0
9369,Cucumber,50.0
9370,Coarse grain,40.0
9371,Braised pork with bamboo shoot,0.0
9372,Fried vegetables,50.0
9373,Chinese cabbage and pigeon soup,15.0
9374,Radish,50.0
9375,Day lily and fungus,50.0
9376,Fried shredded pork and red pepper,0.0
9377,Fried sliced noodles,50.0
9378,Buckwheat bread,50.0
9379,Egg,30.0
9380,Shredded bamboo shoot,50.0
9381,Coffee,50.0
9382,Coarse grain,40.0
9383,Cucumber,50.0
9384,Bitter gourd,50.0
9385,"Radish, fungus, day lily and shredded pork",0.0
9386,Shredded bamboo shoot,50.0
9387,Duck meat,50.0
9388,Coix seed buckwheat rice,50.0
9389,Cucumber,50.0
9390,Bitter gourd,50.0
9391,"Radish, fungus, day lily and shredded pork",0.0
9392,Shredded bamboo shoot,50.0
9393,Duck meat,50.0
9394,Coarse grain,40.0
9395,Cucumber,50.0
9396,Bitter gourd,50.0
9397,"Radish, fungus, day lily and shredded pork",0.0
9398,Shredded bamboo shoot,50.0
9399,Egg,30.0
9400,Coffee,50.0
9401,Shepherd's purse and pork stuffed wonton,36.25
9402,Egg soup,30.0
9403,Coarse grain,40.0
9404,Chinese cabbage and red pepper,15.0
9405,Shredded pork,0.0
9406,Braised pork in brown sauce,0.0
9407,Buckwheat pancake,50.0
9408,Egg,30.0
9409,Shredded carrot,40.0
9410,Coffee,50.0
9411,Buckwheat noodles,50.0
9412,"Cauliflower, red pepper and sliced pork",8.75
9413,Fried garlic sprout and shredded potato,50.0
9414,Buckwheat noodles,50.0
9415,"Cauliflower, red pepper and sliced pork",8.75
9416,Fried garlic sprout and shredded potato,50.0
9417,Buckwheat pancake,50.0
9418,Egg,30.0
9419,Shredded carrot,40.0
9420,Coarse grain,40.0
9421,Braised pork in brown sauce,0.0
9422,Chicken,50.0
9423,Cauliflower and red pepper,17.5
9424,Shredded carrot,40.0
9425,Fried leek sprout with egg,30.0
9426,Coarse grain,40.0
9427,Chicken,50.0
9428,Cauliflower,17.5
9429,Shredded carrot,40.0
9430,Buckwheat bread,50.0
9431,Egg,30.0
9432,Dried radish,50.0
9433,Coarse grain,40.0
9434,Celery,50.0
9435,Chicken,50.0
9436,Braised pork,0.0
9437,Fried egg with leek,30.0
9438,Steamed bun,50.0
9439,Egg,30.0
9440,Dried radish,50.0
9441,Milk,50.0
9442,Coarse grain,40.0
9443,Braised pork in brown sauce,0.0
9444,Celery,50.0
9445,Vegetable,50.0
9446,Bitter gourd,50.0
9447,Fried egg with leek sprout,30.0
9448,Coarse grain,40.0
9449,Braised pork in brown sauce,0.0
9450,Celery,50.0
9451,Bitter gourd,50.0
9452,Fish ball,50.0
9453,Rice,50.0
9454,Vegetable,50.0
9455,Chicken,50.0
9456,Almond,50.0
9457,Taro,50.0
9458,Milk,50.0
9459,Steamed pork bun,0.0
9460,Soybean milk,50.0
9461,Leek scrambled egg,30.0
9462,Cuttlefish and bean,50.0
9463,Rice,50.0
9464,Shepherd's purse meatball,50.0
9465,Rice,50.0
9466,Steamed pork bun,0.0
9467,Milk,50.0
9468,Taro,50.0
9469,Chicken,50.0
9470,Pumpkin,50.0
9471,Fish,50.0
9472,Vegetable,50.0
9473,Rice,50.0
9474,Chicken,50.0
9475,Vegetable,50.0
9476,Fish,50.0
9477,Rice,50.0
9478,Steamed pork bun,0.0
9479,Vegetable,50.0
9480,Fish,50.0
9481,Vegetable,50.0
9482,Fish,50.0
9483,Bread,50.0
9484,Steamed pork bun,0.0
9485,Deep-fried dough stick,50.0
9486,Vegetable,50.0
9487,Fish,50.0
9488,Rice,50.0
9489,Vegetable,50.0
9490,Fish,50.0
9491,Rice,50.0
9492,Steamed pork bun,0.0
9493,Steamed vegetable bun,50.0
9494,Vegetable,50.0
9495,Rice,50.0
9496,Fish,50.0
9497,Vegetable,50.0
9498,Rice,50.0
9499,Bread,50.0
9500,Steamed pork bun,0.0
9501,Fried rice noodles,50.0
9502,Vegetable,50.0
9503,Swimming crab,50.0
9504,Rice,50.0
9505,Steamed pork bun,0.0
9506,Milk,50.0
9507,Fish,50.0
9508,Bean,50.0
9509,Chinese cabbage,15.0
9510,Rice,50.0
9511,Chinese cabbage,15.0
9512,Fish,50.0
9513,Rice,50.0
9514,Milk,50.0
9515,Steamed pork bun,0.0
9516,Vegetable and mushroom,12.5
9517,Pork,0.0
9518,Rice,50.0
9519,"Vegetable, chinese cabbage and kelp",15.0
9520,Hairtail,50.0
9521,Liquor saturated shrimp,50.0
9522,Milk,50.0
9523,Taro,50.0
9524,Steamed pork bun,0.0
9525,Kelp,50.0
9526,Pork,0.0
9527,Shrimp,50.0
9528,Peanut,50.0
9529,Rice,50.0
9530,Chinese cabbage,15.0
9531,Hairtail,50.0
9532,Rice,50.0
9533,Steamed pork bun,0.0
9534,Taro,50.0
9535,Milk,50.0
9536,Steamed pork bun,0.0
9537,Rice,50.0
9538,Vegetable,50.0
9539,Shrimp,50.0
9540,Boiled duck,50.0
9541,Chinese cabbage fried with shredded pork,7.5
9542,Shrimp,50.0
9543,Steamed pork bun,0.0
9544,Taro,50.0
9545,Milk,50.0
9546,Fish,50.0
9547,Fried celery with dried bean curd,50.0
9548,Rice,50.0
9549,Fish,50.0
9550,Fried celery with dried bean curd,50.0
9551,Rice,50.0
9552,Milk,50.0
9553,Steamed pork bun,0.0
9554,Taro,50.0
9555,Vegetable,50.0
9556,Fish,50.0
9557,Rice,50.0
9558,Vegetable,50.0
9559,Fish,50.0
9560,Rice,50.0
9561,Steamed pork bun,0.0
9562,"
Milk",50.0
9563,Duck and vermicelli,50.0
9564,Fish,50.0
9565,Vegetable,50.0
9566,Rice,50.0
9567,Milk,50.0
9568,Chinese chive pockets,50.0
9569,Vegetable and cucumber,50.0
9570,Oats porridge,50.0
9571,Apple,50.0
9572,Pancake,50.0
9573,"Egg, mushroom and vegetable",30.0
9574,Millet and sweet potato porridge,50.0
9575,Milk,50.0
9576,Millet porridge,50.0
9577,Pancake,50.0
9578,Cucumber,50.0
9579,Rice,50.0
9580,Corn porridge,50.0
9581,Pig feet,50.0
9582,Vegetable,50.0
9583,Milk,50.0
9584,Red wine,50.0
9585,Braised pork in brown sauce,0.0
9586,Vegetable and mushroom,12.5
9587,Rice,50.0
9588,Crab,50.0
9589,Noodles,50.0
9590,Milk,50.0
9591,Dried fruit,50.0
9592,Cucumber,50.0
9593,Chinese chive pockets,50.0
9594,Beef and vermicelli,50.0
9595,Steamed corn bread,50.0
9596,Sweet potato porridge,50.0
9597,Shrimp,50.0
9598,Vegetable,50.0
9599,Apple,50.0
9600,Milk,50.0
9601,Rice,50.0
9602,Porridge,50.0
9603,Egg,30.0
9604,Pickle,50.0
9605,Rice,50.0
9606,Fish,50.0
9607,Wax gourd,50.0
9608,Dried fruit,50.0
9609,Rice,50.0
9610,Radish and jellyfish,50.0
9611,Bean pod,50.0
9612,Braised chicken feet,50.0
9613,Red wine,50.0
9614,Apple,50.0
9615,Cereal,50.0
